employee_id,name,department,position,hire_date,exit_date,is_active,salary_band,region
EMP-01521,Karyawan-01521,Operations,Store Manager,2025-05-06,,1,Band-3,Semarang
EMP-01522,Karyawan-01522,Operations,Store Manager,2019-03-02,,1,Band-1,Medan
EMP-01523,Karyawan-01523,Operations,Store Manager,2020-03-10,,1,Band-3,Semarang
EMP-01524,Karyawan-01524,Operations,Area Supervisor,2023-08-01,2025-02-20,0,Band-2,Medan
EMP-01525,Karyawan-01525,Operations,Asisten Apoteker,2020-07-12,,1,Band-2,Semarang
EMP-01526,Karyawan-01526,Operations,Store Manager,2022-05-06,,1,Band-4,Jakarta
EMP-01527,Karyawan-01527,Operations,Store Manager,2023-01-24,,1,Band-2,Medan
EMP-01528,Karyawan-01528,Operations,Asisten Apoteker,2022-12-12,,1,Band-2,Surabaya
EMP-01529,Karyawan-01529,Operations,Kasir,2017-07-19,,1,Band-1,Bandung
EMP-01530,Karyawan-01530,Operations,Area Supervisor,2023-09-15,,1,Band-4,Semarang
EMP-01531,Karyawan-01531,Operations,Asisten Apoteker,2025-05-08,,1,Band-4,Bandung
EMP-01532,Karyawan-01532,Operations,Kasir,2017-07-12,,1,Band-1,Lainnya
EMP-01533,Karyawan-01533,Operations,Store Manager,2023-07-16,,1,Band-5,Medan
EMP-01534,Karyawan-01534,Operations,Area Supervisor,2015-09-06,,1,Band-3,Bandung
EMP-01535,Karyawan-01535,Operations,Apoteker,2018-06-02,,1,Band-1,Bandung
EMP-01536,Karyawan-01536,Operations,Kasir,2019-03-22,2025-01-26,0,Band-1,Jakarta
EMP-01537,Karyawan-01537,Operations,Area Supervisor,2024-08-27,,1,Band-1,Semarang
EMP-01538,Karyawan-01538,Operations,Kasir,2015-10-27,,1,Band-2,Medan
EMP-01539,Karyawan-01539,Operations,Store Manager,2021-08-05,,1,Band-1,Semarang
EMP-01540,Karyawan-01540,Operations,Kasir,2019-05-03,,1,Band-4,Surabaya
EMP-01541,Karyawan-01541,Operations,Kasir,2020-01-20,,1,Band-1,Semarang
EMP-01542,Karyawan-01542,Operations,Kasir,2022-08-11,,1,Band-4,Surabaya
EMP-01543,Karyawan-01543,Operations,Store Manager,2017-09-19,,1,Band-5,Surabaya
EMP-01544,Karyawan-01544,Operations,Kasir,2025-06-04,,1,Band-2,Semarang
EMP-01545,Karyawan-01545,Operations,Asisten Apoteker,2025-12-22,,1,Band-1,Semarang
EMP-01546,Karyawan-01546,Operations,Apoteker,2021-09-26,2025-09-15,0,Band-2,Jakarta
EMP-01547,Karyawan-01547,Operations,Kasir,2018-03-02,,1,Band-2,Medan
EMP-01548,Karyawan-01548,Operations,Asisten Apoteker,2017-09-05,2025-06-01,0,Band-1,Jakarta
EMP-01549,Karyawan-01549,Operations,Apoteker,2022-10-20,,1,Band-3,Bandung
EMP-01550,Karyawan-01550,Operations,Kasir,2024-08-13,,1,Band-3,Makassar
EMP-01551,Karyawan-01551,Operations,Store Manager,2025-02-19,,1,Band-2,Bandung
EMP-01552,Karyawan-01552,Operations,Apoteker,2022-04-26,,1,Band-4,Jakarta
EMP-01553,Karyawan-01553,Operations,Apoteker,2025-05-16,,1,Band-1,Bandung
EMP-01554,Karyawan-01554,Operations,Asisten Apoteker,2021-12-04,2025-12-21,0,Band-2,Bandung
EMP-01555,Karyawan-01555,Operations,Kasir,2024-05-27,2025-05-12,0,Band-2,Medan
EMP-01556,Karyawan-01556,Operations,Kasir,2022-11-19,,1,Band-2,Medan
EMP-01557,Karyawan-01557,Operations,Apoteker,2019-07-03,,1,Band-2,Lainnya
EMP-01558,Karyawan-01558,Operations,Kasir,2020-10-28,,1,Band-2,Bandung
EMP-01559,Karyawan-01559,Operations,Asisten Apoteker,2019-11-14,,1,Band-3,Semarang
EMP-01560,Karyawan-01560,Operations,Store Manager,2025-07-10,,1,Band-3,Bandung
EMP-01561,Karyawan-01561,Operations,Asisten Apoteker,2021-02-06,,1,Band-1,Surabaya
EMP-01562,Karyawan-01562,Operations,Store Manager,2023-07-10,,1,Band-3,Medan
EMP-01563,Karyawan-01563,Operations,Asisten Apoteker,2017-01-28,,1,Band-2,Semarang
EMP-01564,Karyawan-01564,Operations,Area Supervisor,2024-08-03,,1,Band-1,Surabaya
EMP-01565,Karyawan-01565,Operations,Store Manager,2024-05-01,,1,Band-2,Makassar
EMP-01566,Karyawan-01566,Operations,Asisten Apoteker,2017-08-09,,1,Band-1,Surabaya
EMP-01567,Karyawan-01567,Operations,Area Supervisor,2022-11-11,2025-04-18,0,Band-1,Jakarta
EMP-01568,Karyawan-01568,Operations,Area Supervisor,2024-10-08,,1,Band-1,Bandung
EMP-01569,Karyawan-01569,Operations,Store Manager,2023-12-21,,1,Band-1,Jakarta
EMP-01570,Karyawan-01570,Operations,Area Supervisor,2017-06-22,,1,Band-1,Surabaya
EMP-01571,Karyawan-01571,Operations,Asisten Apoteker,2020-04-27,,1,Band-5,Semarang
EMP-01572,Karyawan-01572,Operations,Asisten Apoteker,2024-02-12,,1,Band-2,Bandung
EMP-01573,Karyawan-01573,Operations,Kasir,2025-09-01,,1,Band-4,Lainnya
EMP-01574,Karyawan-01574,Operations,Apoteker,2021-03-21,2025-11-28,0,Band-2,Bandung
EMP-01575,Karyawan-01575,Operations,Store Manager,2019-06-04,,1,Band-1,Medan
EMP-01576,Karyawan-01576,Operations,Apoteker,2015-06-14,,1,Band-1,Makassar
EMP-01577,Karyawan-01577,Operations,Asisten Apoteker,2021-11-28,,1,Band-3,Semarang
EMP-01578,Karyawan-01578,Operations,Apoteker,2019-03-17,2025-08-24,0,Band-2,Makassar
EMP-01579,Karyawan-01579,Operations,Apoteker,2024-03-07,,1,Band-1,Makassar
EMP-01580,Karyawan-01580,Operations,Apoteker,2024-03-13,,1,Band-2,Surabaya
EMP-01581,Karyawan-01581,Operations,Apoteker,2020-09-27,,1,Band-1,Surabaya
EMP-01582,Karyawan-01582,Operations,Kasir,2022-03-04,,1,Band-1,Bandung
EMP-01583,Karyawan-01583,Operations,Store Manager,2022-03-08,,1,Band-1,Lainnya
EMP-01584,Karyawan-01584,Operations,Store Manager,2019-08-25,,1,Band-3,Surabaya
EMP-01585,Karyawan-01585,Operations,Apoteker,2019-11-07,,1,Band-4,Makassar
EMP-01586,Karyawan-01586,Operations,Area Supervisor,2025-11-19,,1,Band-2,Lainnya
EMP-01587,Karyawan-01587,Operations,Apoteker,2021-03-18,,1,Band-1,Jakarta
EMP-01588,Karyawan-01588,Operations,Area Supervisor,2015-04-26,,1,Band-3,Surabaya
EMP-01589,Karyawan-01589,Operations,Asisten Apoteker,2024-01-04,2025-08-18,0,Band-1,Jakarta
EMP-01590,Karyawan-01590,Operations,Asisten Apoteker,2021-03-07,,1,Band-1,Makassar
EMP-01591,Karyawan-01591,Operations,Asisten Apoteker,2023-08-18,,1,Band-2,Jakarta
EMP-01592,Karyawan-01592,Operations,Asisten Apoteker,2025-05-18,,1,Band-3,Lainnya
EMP-01593,Karyawan-01593,Operations,Apoteker,2022-12-19,2025-12-19,0,Band-1,Lainnya
EMP-01594,Karyawan-01594,Operations,Apoteker,2023-11-10,,1,Band-2,Makassar
EMP-01595,Karyawan-01595,Operations,Asisten Apoteker,2015-02-02,,1,Band-1,Surabaya
EMP-01596,Karyawan-01596,Operations,Kasir,2019-08-20,,1,Band-1,Jakarta
EMP-01597,Karyawan-01597,Operations,Kasir,2019-02-08,,1,Band-2,Lainnya
EMP-01598,Karyawan-01598,Operations,Store Manager,2022-10-26,2025-02-22,0,Band-2,Jakarta
EMP-01599,Karyawan-01599,Operations,Area Supervisor,2017-08-16,,1,Band-1,Medan
EMP-01600,Karyawan-01600,Operations,Apoteker,2020-10-16,,1,Band-3,Surabaya
EMP-01601,Karyawan-01601,Operations,Asisten Apoteker,2024-02-19,,1,Band-2,Bandung
EMP-01602,Karyawan-01602,Operations,Store Manager,2021-02-20,,1,Band-1,Semarang
EMP-01603,Karyawan-01603,Operations,Store Manager,2018-04-20,,1,Band-4,Semarang
EMP-01604,Karyawan-01604,Operations,Area Supervisor,2020-07-17,2025-04-08,0,Band-2,Jakarta
EMP-01605,Karyawan-01605,Operations,Apoteker,2022-07-20,,1,Band-3,Surabaya
EMP-01606,Karyawan-01606,Operations,Area Supervisor,2025-10-16,,1,Band-4,Jakarta
EMP-01607,Karyawan-01607,Operations,Store Manager,2017-11-05,,1,Band-1,Surabaya
EMP-01608,Karyawan-01608,Operations,Kasir,2023-08-20,,1,Band-1,Surabaya
EMP-01609,Karyawan-01609,Operations,Asisten Apoteker,2025-12-28,,1,Band-1,Semarang
EMP-01610,Karyawan-01610,Operations,Apoteker,2019-05-12,,1,Band-2,Jakarta
EMP-01611,Karyawan-01611,Operations,Store Manager,2021-10-05,,1,Band-1,Surabaya
EMP-01612,Karyawan-01612,Operations,Area Supervisor,2024-03-04,,1,Band-3,Lainnya
EMP-01613,Karyawan-01613,Operations,Area Supervisor,2017-09-15,,1,Band-1,Lainnya
EMP-01614,Karyawan-01614,Operations,Kasir,2021-05-28,,1,Band-1,Bandung
EMP-01615,Karyawan-01615,Operations,Area Supervisor,2021-11-17,,1,Band-2,Lainnya
EMP-01616,Karyawan-01616,Operations,Area Supervisor,2022-07-07,,1,Band-1,Jakarta
EMP-01617,Karyawan-01617,Operations,Asisten Apoteker,2023-06-14,,1,Band-2,Bandung
EMP-01618,Karyawan-01618,Operations,Kasir,2025-03-10,,1,Band-1,Jakarta
EMP-01619,Karyawan-01619,Operations,Apoteker,2023-05-14,,1,Band-1,Medan
EMP-01620,Karyawan-01620,Operations,Area Supervisor,2021-12-20,,1,Band-3,Makassar
EMP-01621,Karyawan-01621,Operations,Store Manager,2022-02-05,,1,Band-2,Semarang
EMP-01622,Karyawan-01622,Operations,Store Manager,2021-08-27,,1,Band-1,Surabaya
EMP-01623,Karyawan-01623,Operations,Kasir,2025-08-25,,1,Band-1,Surabaya
EMP-01624,Karyawan-01624,Operations,Apoteker,2025-05-09,,1,Band-1,Makassar
EMP-01625,Karyawan-01625,Operations,Area Supervisor,2023-05-28,,1,Band-5,Semarang
EMP-01626,Karyawan-01626,Operations,Store Manager,2024-11-26,,1,Band-3,Jakarta
EMP-01627,Karyawan-01627,Operations,Store Manager,2024-07-13,,1,Band-4,Medan
EMP-01628,Karyawan-01628,Operations,Area Supervisor,2017-01-26,2025-02-17,0,Band-3,Jakarta
EMP-01629,Karyawan-01629,Operations,Apoteker,2022-06-09,,1,Band-5,Lainnya
EMP-01630,Karyawan-01630,Operations,Area Supervisor,2023-04-08,,1,Band-2,Lainnya
EMP-01631,Karyawan-01631,Operations,Area Supervisor,2019-07-07,,1,Band-3,Medan
EMP-01632,Karyawan-01632,Operations,Asisten Apoteker,2023-01-05,,1,Band-2,Bandung
EMP-01633,Karyawan-01633,Operations,Area Supervisor,2024-05-05,,1,Band-1,Makassar
EMP-01634,Karyawan-01634,Operations,Asisten Apoteker,2021-02-25,,1,Band-1,Surabaya
EMP-01635,Karyawan-01635,Operations,Asisten Apoteker,2021-11-28,,1,Band-3,Medan
EMP-01636,Karyawan-01636,Operations,Asisten Apoteker,2021-02-11,,1,Band-1,Medan
EMP-01637,Karyawan-01637,Operations,Asisten Apoteker,2023-05-19,2025-08-09,0,Band-2,Semarang
EMP-01638,Karyawan-01638,Operations,Store Manager,2022-09-18,,1,Band-1,Bandung
EMP-01639,Karyawan-01639,Operations,Area Supervisor,2021-09-19,,1,Band-2,Lainnya
EMP-01640,Karyawan-01640,Operations,Kasir,2023-01-28,,1,Band-5,Bandung
EMP-01641,Karyawan-01641,Operations,Store Manager,2018-10-26,,1,Band-1,Surabaya
EMP-01642,Karyawan-01642,Operations,Apoteker,2022-09-27,,1,Band-2,Bandung
EMP-01643,Karyawan-01643,Operations,Apoteker,2025-06-04,,1,Band-1,Surabaya
EMP-01644,Karyawan-01644,Operations,Area Supervisor,2019-12-19,,1,Band-1,Medan
EMP-01645,Karyawan-01645,Operations,Area Supervisor,2023-11-06,,1,Band-3,Lainnya
EMP-01646,Karyawan-01646,Operations,Apoteker,2025-08-06,,1,Band-2,Jakarta
EMP-01647,Karyawan-01647,Operations,Apoteker,2025-01-16,,1,Band-1,Lainnya
EMP-01648,Karyawan-01648,Operations,Asisten Apoteker,2022-12-22,,1,Band-2,Bandung
EMP-01649,Karyawan-01649,Operations,Kasir,2023-12-26,,1,Band-2,Jakarta
EMP-01650,Karyawan-01650,Operations,Apoteker,2019-04-19,,1,Band-3,Surabaya
EMP-01651,Karyawan-01651,Operations,Asisten Apoteker,2019-05-10,,1,Band-3,Surabaya
EMP-01652,Karyawan-01652,Operations,Kasir,2015-06-01,,1,Band-4,Semarang
EMP-01653,Karyawan-01653,Operations,Store Manager,2023-05-24,,1,Band-2,Jakarta
EMP-01654,Karyawan-01654,Operations,Asisten Apoteker,2022-06-27,,1,Band-3,Surabaya
EMP-01655,Karyawan-01655,Operations,Asisten Apoteker,2022-12-24,,1,Band-1,Semarang
EMP-01656,Karyawan-01656,Operations,Apoteker,2018-12-09,,1,Band-2,Jakarta
EMP-01657,Karyawan-01657,Operations,Apoteker,2020-09-19,,1,Band-4,Bandung
EMP-01658,Karyawan-01658,Operations,Apoteker,2017-04-01,,1,Band-1,Surabaya
EMP-01659,Karyawan-01659,Operations,Apoteker,2021-01-25,,1,Band-4,Bandung
EMP-01660,Karyawan-01660,Operations,Apoteker,2021-11-20,,1,Band-1,Jakarta
EMP-01661,Karyawan-01661,Operations,Asisten Apoteker,2022-07-09,,1,Band-1,Semarang
EMP-01662,Karyawan-01662,Operations,Asisten Apoteker,2022-12-06,,1,Band-4,Semarang
EMP-01663,Karyawan-01663,Operations,Area Supervisor,2024-03-19,,1,Band-2,Medan
EMP-01664,Karyawan-01664,Operations,Area Supervisor,2023-07-19,,1,Band-1,Makassar
EMP-01665,Karyawan-01665,Operations,Kasir,2021-09-15,,1,Band-2,Medan
EMP-01666,Karyawan-01666,Operations,Kasir,2021-01-02,,1,Band-4,Surabaya
EMP-01667,Karyawan-01667,Operations,Apoteker,2023-10-24,,1,Band-2,Semarang
EMP-01668,Karyawan-01668,Operations,Store Manager,2022-05-22,2025-03-17,0,Band-2,Semarang
EMP-01669,Karyawan-01669,Operations,Store Manager,2022-08-10,2025-05-15,0,Band-2,Lainnya
EMP-01670,Karyawan-01670,Operations,Store Manager,2020-06-21,,1,Band-3,Bandung
EMP-01671,Karyawan-01671,Operations,Area Supervisor,2022-05-21,,1,Band-3,Semarang
EMP-01672,Karyawan-01672,Operations,Apoteker,2024-01-26,,1,Band-1,Medan
EMP-01673,Karyawan-01673,Operations,Kasir,2019-01-01,,1,Band-2,Medan
EMP-01674,Karyawan-01674,Operations,Asisten Apoteker,2022-04-25,,1,Band-1,Jakarta
EMP-01675,Karyawan-01675,Operations,Area Supervisor,2025-11-17,,1,Band-1,Bandung
EMP-01676,Karyawan-01676,Operations,Store Manager,2022-03-16,2025-10-21,0,Band-1,Jakarta
EMP-01677,Karyawan-01677,Operations,Area Supervisor,2020-08-16,2025-03-02,0,Band-1,Bandung
EMP-01678,Karyawan-01678,Operations,Apoteker,2017-02-04,2025-08-14,0,Band-1,Jakarta
EMP-01679,Karyawan-01679,Operations,Asisten Apoteker,2025-02-13,,1,Band-1,Bandung
EMP-01680,Karyawan-01680,Operations,Kasir,2022-07-08,,1,Band-3,Bandung
EMP-01681,Karyawan-01681,Operations,Asisten Apoteker,2018-02-14,,1,Band-1,Bandung
EMP-01682,Karyawan-01682,Operations,Area Supervisor,2018-03-03,,1,Band-4,Medan
EMP-01683,Karyawan-01683,Operations,Apoteker,2020-09-26,,1,Band-1,Semarang
EMP-01684,Karyawan-01684,Operations,Asisten Apoteker,2022-04-21,,1,Band-2,Bandung
EMP-01685,Karyawan-01685,Operations,Asisten Apoteker,2023-11-15,,1,Band-1,Makassar
EMP-01686,Karyawan-01686,Operations,Asisten Apoteker,2023-02-15,,1,Band-2,Medan
EMP-01687,Karyawan-01687,Operations,Asisten Apoteker,2016-09-19,,1,Band-4,Lainnya
EMP-01688,Karyawan-01688,Operations,Area Supervisor,2018-06-24,,1,Band-2,Jakarta
EMP-01689,Karyawan-01689,Operations,Asisten Apoteker,2015-10-23,,1,Band-4,Medan
EMP-01690,Karyawan-01690,Operations,Asisten Apoteker,2025-03-14,,1,Band-3,Makassar
EMP-01691,Karyawan-01691,Operations,Apoteker,2020-08-23,,1,Band-2,Makassar
EMP-01692,Karyawan-01692,Operations,Apoteker,2023-02-12,,1,Band-1,Semarang
EMP-01693,Karyawan-01693,Operations,Asisten Apoteker,2022-03-05,,1,Band-2,Makassar
EMP-01694,Karyawan-01694,Operations,Area Supervisor,2022-07-13,,1,Band-2,Surabaya
EMP-01695,Karyawan-01695,Operations,Store Manager,2024-07-01,,1,Band-4,Semarang
EMP-01696,Karyawan-01696,Operations,Asisten Apoteker,2023-09-01,,1,Band-3,Surabaya
EMP-01697,Karyawan-01697,Operations,Kasir,2025-12-09,,1,Band-5,Makassar
EMP-01698,Karyawan-01698,Operations,Kasir,2021-04-22,2025-09-17,0,Band-3,Jakarta
EMP-01699,Karyawan-01699,Operations,Area Supervisor,2023-04-01,,1,Band-5,Jakarta
EMP-01700,Karyawan-01700,Operations,Apoteker,2018-11-13,,1,Band-4,Surabaya
EMP-01701,Karyawan-01701,Operations,Asisten Apoteker,2022-07-06,,1,Band-1,Medan
EMP-01702,Karyawan-01702,Operations,Area Supervisor,2021-12-12,,1,Band-1,Jakarta
EMP-01703,Karyawan-01703,Operations,Kasir,2025-12-13,,1,Band-3,Medan
EMP-01704,Karyawan-01704,Operations,Area Supervisor,2024-12-01,,1,Band-2,Surabaya
EMP-01705,Karyawan-01705,Operations,Apoteker,2024-12-13,,1,Band-1,Surabaya
EMP-01706,Karyawan-01706,Operations,Store Manager,2017-01-07,,1,Band-3,Medan
EMP-01707,Karyawan-01707,Operations,Apoteker,2024-09-28,,1,Band-2,Semarang
EMP-01708,Karyawan-01708,Operations,Area Supervisor,2021-07-03,,1,Band-3,Bandung
EMP-01709,Karyawan-01709,Operations,Asisten Apoteker,2021-01-03,,1,Band-1,Surabaya
EMP-01710,Karyawan-01710,Operations,Store Manager,2023-01-16,,1,Band-2,Lainnya
EMP-01711,Karyawan-01711,Operations,Kasir,2020-11-04,,1,Band-1,Medan
EMP-01712,Karyawan-01712,Operations,Store Manager,2024-08-12,2025-04-28,0,Band-3,Bandung
EMP-01713,Karyawan-01713,Operations,Area Supervisor,2017-05-21,,1,Band-1,Makassar
EMP-01714,Karyawan-01714,Operations,Apoteker,2024-11-04,,1,Band-1,Jakarta
EMP-01715,Karyawan-01715,Operations,Store Manager,2015-02-10,,1,Band-5,Semarang
EMP-01716,Karyawan-01716,Operations,Asisten Apoteker,2022-07-17,2025-09-20,0,Band-5,Surabaya
EMP-01717,Karyawan-01717,Operations,Apoteker,2022-12-14,,1,Band-1,Bandung
EMP-01718,Karyawan-01718,Operations,Area Supervisor,2025-09-10,,1,Band-2,Bandung
EMP-01719,Karyawan-01719,Operations,Area Supervisor,2022-10-27,2025-06-03,0,Band-2,Medan
EMP-01720,Karyawan-01720,Operations,Store Manager,2020-12-06,2025-09-05,0,Band-2,Semarang
EMP-01721,Karyawan-01721,Operations,Store Manager,2022-11-12,,1,Band-1,Medan
EMP-01722,Karyawan-01722,Operations,Store Manager,2025-06-02,,1,Band-2,Jakarta
EMP-01723,Karyawan-01723,Operations,Apoteker,2022-02-18,,1,Band-3,Semarang
EMP-01724,Karyawan-01724,Operations,Area Supervisor,2015-11-23,,1,Band-2,Makassar
EMP-01725,Karyawan-01725,Operations,Apoteker,2017-01-17,,1,Band-2,Surabaya
EMP-01726,Karyawan-01726,Operations,Area Supervisor,2025-05-21,,1,Band-1,Semarang
EMP-01727,Karyawan-01727,Operations,Kasir,2024-04-13,,1,Band-1,Jakarta
EMP-01728,Karyawan-01728,Operations,Store Manager,2024-06-23,,1,Band-1,Medan
EMP-01729,Karyawan-01729,Operations,Store Manager,2022-07-23,,1,Band-5,Semarang
EMP-01730,Karyawan-01730,Operations,Area Supervisor,2024-05-09,,1,Band-2,Semarang
EMP-01731,Karyawan-01731,Operations,Kasir,2020-02-06,,1,Band-2,Medan
EMP-01732,Karyawan-01732,Operations,Area Supervisor,2024-04-05,2025-06-10,0,Band-1,Surabaya
EMP-01733,Karyawan-01733,Operations,Asisten Apoteker,2025-07-05,,1,Band-2,Surabaya
EMP-01734,Karyawan-01734,Operations,Store Manager,2025-09-03,,1,Band-4,Surabaya
EMP-01735,Karyawan-01735,Operations,Store Manager,2021-10-03,,1,Band-2,Lainnya
EMP-01736,Karyawan-01736,Operations,Apoteker,2017-03-19,,1,Band-2,Medan
EMP-01737,Karyawan-01737,Operations,Store Manager,2022-03-04,,1,Band-2,Medan
EMP-01738,Karyawan-01738,Operations,Store Manager,2025-02-27,,1,Band-5,Makassar
EMP-01739,Karyawan-01739,Operations,Apoteker,2023-12-23,2025-06-04,0,Band-4,Medan
EMP-01740,Karyawan-01740,Operations,Kasir,2018-02-11,,1,Band-4,Semarang
EMP-01741,Karyawan-01741,Operations,Asisten Apoteker,2023-11-16,2025-08-07,0,Band-2,Bandung
EMP-01742,Karyawan-01742,Operations,Area Supervisor,2018-07-03,,1,Band-3,Surabaya
EMP-01743,Karyawan-01743,Operations,Asisten Apoteker,2015-08-22,,1,Band-2,Surabaya
EMP-01744,Karyawan-01744,Operations,Area Supervisor,2024-05-26,,1,Band-3,Lainnya
EMP-01745,Karyawan-01745,Operations,Kasir,2021-11-02,,1,Band-1,Jakarta
EMP-01746,Karyawan-01746,Operations,Kasir,2025-03-01,,1,Band-5,Bandung
EMP-01747,Karyawan-01747,Operations,Kasir,2023-02-19,,1,Band-1,Jakarta
EMP-01748,Karyawan-01748,Operations,Asisten Apoteker,2024-03-21,,1,Band-2,Bandung
EMP-01749,Karyawan-01749,Operations,Area Supervisor,2016-01-02,,1,Band-2,Makassar
EMP-01750,Karyawan-01750,Operations,Area Supervisor,2022-09-09,,1,Band-1,Lainnya
EMP-01751,Karyawan-01751,Operations,Asisten Apoteker,2025-02-02,,1,Band-2,Makassar
EMP-01752,Karyawan-01752,Operations,Apoteker,2022-06-24,,1,Band-1,Semarang
EMP-01753,Karyawan-01753,Operations,Area Supervisor,2024-08-25,,1,Band-4,Semarang
EMP-01754,Karyawan-01754,Operations,Area Supervisor,2021-12-01,,1,Band-5,Bandung
EMP-01755,Karyawan-01755,Operations,Kasir,2024-08-12,,1,Band-1,Surabaya
EMP-01756,Karyawan-01756,Operations,Store Manager,2022-04-07,,1,Band-3,Jakarta
EMP-01757,Karyawan-01757,Operations,Asisten Apoteker,2019-02-22,,1,Band-1,Surabaya
EMP-01758,Karyawan-01758,Operations,Apoteker,2023-05-10,,1,Band-1,Bandung
EMP-01759,Karyawan-01759,Operations,Store Manager,2024-07-06,,1,Band-1,Bandung
EMP-01760,Karyawan-01760,Operations,Kasir,2025-07-20,,1,Band-2,Makassar
EMP-01761,Karyawan-01761,Operations,Area Supervisor,2022-06-25,,1,Band-1,Bandung
EMP-01762,Karyawan-01762,Operations,Store Manager,2025-03-10,,1,Band-2,Jakarta
EMP-01763,Karyawan-01763,Operations,Apoteker,2019-03-12,,1,Band-2,Makassar
EMP-01764,Karyawan-01764,Operations,Area Supervisor,2015-11-16,,1,Band-2,Jakarta
EMP-01765,Karyawan-01765,Operations,Asisten Apoteker,2016-08-20,,1,Band-3,Bandung
EMP-01766,Karyawan-01766,Operations,Kasir,2016-07-23,,1,Band-1,Surabaya
EMP-01767,Karyawan-01767,Operations,Apoteker,2024-01-26,,1,Band-2,Medan
EMP-01768,Karyawan-01768,Operations,Apoteker,2022-05-17,,1,Band-2,Bandung
EMP-01769,Karyawan-01769,Operations,Asisten Apoteker,2021-08-17,,1,Band-1,Medan
EMP-01770,Karyawan-01770,Operations,Asisten Apoteker,2020-12-27,,1,Band-5,Surabaya
EMP-01771,Karyawan-01771,Operations,Area Supervisor,2019-11-09,,1,Band-2,Medan
EMP-01772,Karyawan-01772,Operations,Area Supervisor,2025-04-03,,1,Band-3,Surabaya
EMP-01773,Karyawan-01773,Operations,Store Manager,2023-01-25,,1,Band-4,Lainnya
EMP-01774,Karyawan-01774,Operations,Asisten Apoteker,2021-10-22,,1,Band-1,Medan
EMP-01775,Karyawan-01775,Operations,Asisten Apoteker,2019-02-15,,1,Band-2,Medan
EMP-01776,Karyawan-01776,Operations,Kasir,2021-11-26,,1,Band-2,Bandung
EMP-01777,Karyawan-01777,Operations,Kasir,2024-04-20,,1,Band-1,Surabaya
EMP-01778,Karyawan-01778,Operations,Store Manager,2022-10-14,,1,Band-3,Surabaya
EMP-01779,Karyawan-01779,Operations,Store Manager,2025-04-16,,1,Band-2,Surabaya
EMP-01780,Karyawan-01780,Operations,Store Manager,2022-04-11,,1,Band-3,Surabaya
EMP-01781,Karyawan-01781,Operations,Asisten Apoteker,2018-03-04,2025-10-12,0,Band-3,Lainnya
EMP-01782,Karyawan-01782,Operations,Kasir,2022-03-06,,1,Band-5,Jakarta
EMP-01783,Karyawan-01783,Operations,Kasir,2024-06-14,,1,Band-2,Jakarta
EMP-01784,Karyawan-01784,Operations,Store Manager,2019-04-11,2025-12-19,0,Band-4,Makassar
EMP-01785,Karyawan-01785,Operations,Kasir,2025-02-25,,1,Band-3,Surabaya
EMP-01786,Karyawan-01786,Operations,Asisten Apoteker,2018-09-17,,1,Band-2,Bandung
EMP-01787,Karyawan-01787,Operations,Apoteker,2021-03-07,,1,Band-1,Bandung
EMP-01788,Karyawan-01788,Operations,Area Supervisor,2021-06-18,,1,Band-4,Bandung
EMP-01789,Karyawan-01789,Operations,Asisten Apoteker,2023-09-12,,1,Band-1,Bandung
EMP-01790,Karyawan-01790,Operations,Apoteker,2022-11-16,,1,Band-3,Jakarta
EMP-01791,Karyawan-01791,Operations,Store Manager,2025-10-13,,1,Band-2,Bandung
EMP-01792,Karyawan-01792,Operations,Store Manager,2018-12-28,,1,Band-3,Makassar
EMP-01793,Karyawan-01793,Operations,Apoteker,2017-09-02,,1,Band-2,Medan
EMP-01794,Karyawan-01794,Operations,Store Manager,2023-01-23,,1,Band-3,Medan
EMP-01795,Karyawan-01795,Operations,Apoteker,2021-05-08,,1,Band-1,Makassar
EMP-01796,Karyawan-01796,Operations,Store Manager,2024-08-22,,1,Band-2,Bandung
EMP-01797,Karyawan-01797,Operations,Store Manager,2025-08-25,,1,Band-1,Bandung
EMP-01798,Karyawan-01798,Operations,Area Supervisor,2017-11-26,,1,Band-1,Lainnya
EMP-01799,Karyawan-01799,Operations,Store Manager,2018-02-01,,1,Band-2,Surabaya
EMP-01800,Karyawan-01800,Operations,Area Supervisor,2019-03-23,,1,Band-3,Bandung
EMP-01801,Karyawan-01801,Operations,Store Manager,2020-05-08,,1,Band-4,Medan
EMP-01802,Karyawan-01802,Operations,Asisten Apoteker,2017-04-09,,1,Band-1,Medan
EMP-01803,Karyawan-01803,Operations,Apoteker,2020-10-19,,1,Band-2,Makassar
EMP-01804,Karyawan-01804,Operations,Apoteker,2024-01-26,2025-01-11,0,Band-3,Medan
EMP-01805,Karyawan-01805,Operations,Area Supervisor,2025-03-23,,1,Band-2,Semarang
EMP-01806,Karyawan-01806,Operations,Apoteker,2022-04-05,,1,Band-5,Lainnya
EMP-01807,Karyawan-01807,Operations,Area Supervisor,2017-05-05,,1,Band-3,Jakarta
EMP-01808,Karyawan-01808,Operations,Apoteker,2025-09-09,,1,Band-2,Jakarta
EMP-01809,Karyawan-01809,Operations,Apoteker,2024-08-19,,1,Band-1,Semarang
EMP-01810,Karyawan-01810,Operations,Store Manager,2015-04-04,,1,Band-2,Makassar
